	Aylor_TCDD_Female_adult	Bartolomei_BPA10mg_Female_adult	Bartolomei_BPA10ug_Female_adult	Biswal_PM2.5_Female_adult	Dolinoy_Pb_Female_adult	Dolinoy_DEHP_Female_adult	Mutlu_PM2.5_Female_adult	Zhibin_As_Female_adult	Walker_TBT_Female_adt	num
Gm6055	0	0	-0.748632655	1.545758608	0	0	0	0	0	2
Gm6377	0	0	0	0	0	0	0	0.966881901	0.775345234	2
Gm6560	0	0	-0.910558938	1.361198495	0	0	0	0	0	2
Gm6637	0.999397117	-1.140488455	0	0	0	0	0	0	0	2
Gm6712	0	0	0	-0.804161941	0	0	0	0	0.716211659	2
Gm6768	0	-1.870251322	0	0	-1.394458854	0	0	0	0	2
Gm6863	0	0.780393578	0	0.765016589	0	0	0	0	0	2
Gm7079	0	-1.60405196	-0.915826417	0	0	0	0	0	0	2
Gm7536	0	0.804387873	0	0	0.587459518	0	0	0	0	2
Gm7972	0	-1.450827214	0	2.339599748	0	0	0	0	0	2
Gm7993	0	-2.166240324	0	2.862915543	0	0	0	0	0	2
Gm8325	0	-1.17199966	0	0.775264574	0	0	0	0	0	2
Gm8894	0	0	-1.053674656	2.242317111	0	0	0	0	0	2
Gm9115	0	-2.349235271	0	2.092560813	0	0	0	0	0	2
Gm9856	0	0.851027629	0.640019096	0	0	0	0	0	0	2
Gnb5	0	0	0	1.84637195	0	0	0	0	-0.761308227	2
Gng5	0	0	-0.716470869	0.991297603	0	0	0	0	0	2
Gnpda2	0	-0.943812167	0	1.085634752	0	0	0	0	0	2
Gnptg	0	0	-0.746569729	0.866448035	0	0	0	0	0	2
Gnrh1	0	0.911509063	0	0	0	0	0	0	-1.113209373	2
Gpam	0	-0.822419306	0	0	-0.600080575	0	0	0	0	2
Gpr137	0	0.804983757	0	0.696536395	0	0	0	0	0	2
Gpr137b	0	1.151048848	0.768787733	0	0	0	0	0	0	2
Gpr141	0	-1.444141085	0	0	0	0	0	1.11833388	0	2
Gpr155	0	-0.918897881	0	-1.011495913	0	0	0	0	0	2
Gpr68	0	-0.80766457	0	0	0	0	0	0	-0.681916343	2
Gprc5b	0	0	0	-1.782005731	0	0	0	0	-1.512968946	2
Gpx4	0	0	-1.171260741	1.690071701	0	0	0	0	0	2
Grk5	0	-0.813068195	0	0.94084995	0	0	0	0	0	2
Gstk1	0	0	-0.709725915	0.781925528	0	0	0	0	0	2
Gsto1	0	0	-0.647021164	0.7094434	0	0	0	0	0	2
Guca1a	0	1.868449528	0.592847528	0	0	0	0	0	0	2
Gvin1	0	-1.055531052	0	0	0	0	0	0	1.011407145	2
Gypc	0	0	-0.608468889	0.921485961	0	0	0	0	0	2
Gzma	0	0	0	0	0	0	0	0.874816884	-0.726148087	2
Gzmb	1.009070157	-1.3127077	0	0	0	0	0	0	0	2
H1f0	0	0.740224986	0	0	0	0	0	0.819334444	0	2
H2-DMb2	0	0.750533665	0	-0.673090976	0	0	0	0	0	2
H2-Ke6	0	0.744883789	0	0	0	0	0	0	-1.034124499	2
H2afj	0	0.915153279	0	0	0	0	0.595625342	0	0	2
Hace1	0	-0.773853609	0	0.611532206	0	0	0	0	0	2
Hddc3	0	1.106009162	0	-0.930895436	0	0	0	0	0	2
Hemk1	0	1.416427455	0.99220387	0	0	0	0	0	0	2
Herpud2	0	-0.813276532	0	0.920274656	0	0	0	0	0	2
Hid1	0	-0.695941405	0	0	0	0	0	0	-0.662974409	2
Hilpda	0	0.755653107	0	0	0	0	0	0	-0.678277626	2
Hint2	0	1.185627219	0	0	0	0	0	0	-0.668766868	2
Hipk2	0	0	0	0	0	0	0	-0.639299244	1.183468581	2
Hist1h2bg	0	-1.284773923	0	2.340409719	0	0	0	0	0	2
Hmgb1-ps8	0	0	0	0	0	0	0	-0.8548455	0.959418758	2
Hook2	0	0.977339582	0	-0.781364243	0	0	0	0	0	2
Hpcal1	0	0	-0.652136392	0.725344838	0	0	0	0	0	2
Hs3st3b1	0	-0.837076119	0	0	0	0	0	0	-0.794367152	2
Hs6st1	0	0	0	0	0	0	0	-0.648413784	0.685440408	2
Hsbp1	0	0	-0.778484985	0.911999533	0	0	0	0	0	2
Hspa12a	0	1.143075829	0	-2.011078071	0	0	0	0	0	2
Hspa13	0	-1.139736187	0	0.831135373	0	0	0	0	0	2
Hspa4l	0	-1.134128035	0	1.229246888	0	0	0	0	0	2
Htatip2	0	0	-0.611365092	0.954878822	0	0	0	0	0	2
Htra3	0	1.535508141	0	0	0	0	0	0	-1.941417585	2
Icam2	0	1.296402345	0	-0.613236369	0	0	0	0	0	2
Icos	0	-0.897926361	0	0	0	0	0	0	-0.75170131	2
Id2	0.696428936	0	0	0	0	0	0	0	-0.662444733	2
Ier3	0	0	0	-0.819198541	0	0	0	0	-0.979731984	2
Ifi27l2a	0	1.352783509	0	0	0	0	0	0.830783979	0	2
Ifi30	0	0.936421037	0	-0.773157558	0	0	0	0	0	2
Ifit3	0	-0.841688677	0	0	0	0	0	0.677611159	0	2
Ifitm1	0	0	-1.308705497	0	0	0	-1.159375464	0	0	2
Ift20	0	0	-0.760259301	1.225316826	0	0	0	0	0	2
Igf1r	0	-0.82560446	-0.89788592	0	0	0	0	0	0	2
Igf2bp3	0	0	0	-0.952915296	0	0	0	0	-1.095545543	2
Igfbp5	0	0	0	0	0	0	1.860311483	2.466653988	0	2
Ighg3	0	1.388088703	0	-1.764660254	0	0	0	0	0	2
Ighj2	0	0	0	-1.734722877	0	0	0	-1.342714988	0	2
Ighj4	0	-0.715143517	0	0	0	0	0	-0.704163627	0	2
Ighm	0	0.681322153	0	-1.59305051	0	0	0	0	0	2
Ighv1-12	0	-2.416979084	-1.409037066	0	0	0	0	0	0	2
Ighv1-15	0	-1.060213782	0	-0.735165961	0	0	0	0	0	2
Ighv1-18	0	-0.995452048	0	-2.309748792	0	0	0	0	0	2
Ighv1-26	0	-0.960809637	0	-1.118814065	0	0	0	0	0	2
Ighv1-36	0	-2.135816248	-2.742173888	0	0	0	0	0	0	2
Ighv1-39	0	-1.850091047	0	-1.195445895	0	0	0	0	0	2
Ighv1-52	0	0	0.609820587	-1.316271306	0	0	0	0	0	2
Ighv1-58	0	0	-1.271561131	-0.948546365	0	0	0	0	0	2
Ighv1-59	0	-1.792796806	0	0	0	0	0	0	-1.63462945	2
Ighv1-61	0	0	0	-0.837152401	0	0	0	0	-1.050840537	2
Ighv1-69	0	0	0	-1.42060987	-0.740728839	0	0	0	0	2
Ighv1-7	0	-1.719936244	0	-1.283747295	0	0	0	0	0	2
Ighv1-81	0	0	0	-1.512412337	0	0	0	0	-0.862564971	2
Ighv1-9	0	-1.485686621	0	-1.372806226	0	0	0	0	0	2
Ighv10-1	0	0	0	-1.939785539	-1.610147064	0	0	0	0	2
Ighv14-1	0	-1.664728379	0	-1.940490626	0	0	0	0	0	2
Ighv14-2	0	-1.127933384	0	-0.934483903	0	0	0	0	0	2
Ighv14-4	0	-1.863877728	0	-1.114104143	0	0	0	0	0	2
Ighv3-6	0	-0.677031821	0	-0.987747	0	0	0	0	0	2
Ighv5-2	0	-1.049215049	0	-2.677251014	0	0	0	0	0	2
Ighv5-4	0	0	0	-1.712719973	0	0	0	0	-0.738613816	2
Ighv5-6	0	-0.771722066	0	-1.716220427	0	0	0	0	0	2
Ighv5-9-1	0	-1.43367385	0	-1.394628158	0	0	0	0	0	2
Ighv6-6	0	-1.641870789	0	-1.32000691	0	0	0	0	0	2
Ighv8-12	0	-1.178079932	0	-1.216695301	0	0	0	0	0	2
Ighv9-3	0	-0.878230506	0	-1.272716954	0	0	0	0	0	2
Igkj1	0	-0.651959964	0	-0.784100734	0	0	0	0	0	2
Igkj4	0	0	0	-0.935819182	0	0	0	-0.71682259	0	2
Igkv1-99	0	-2.543485874	-2.335113724	0	0	0	0	0	0	2
Igkv12-46	0	0	0	-0.598825416	0	0	0	0	-0.83794654	2
Igkv12-98	0	-1.883667729	-1.045497434	0	0	0	0	0	0	2
Igkv15-103	0	0	0	-0.664877611	0	0	0	0	0.699587388	2
Igkv16-104	0	0	1.545771697	-0.730164497	0	0	0	0	0	2
Igkv2-112	0	0	1.100993493	-1.176292697	0	0	0	0	0	2
Igkv2-137	0	0	1.222988508	0	0	0	0	0.88724714	0	2
Igkv4-50	0	-0.848735696	0	-0.625040622	0	0	0	0	0	2
Igkv4-53	0	-0.94053714	0	-0.919254943	0	0	0	0	0	2
Igkv4-55	0	-1.104171312	0	-0.786329215	0	0	0	0	0	2
Igkv4-57	0	0	0	-0.906896173	0	0	0	0	-0.839434969	2
Igkv4-58	0	-1.505278177	-1.23930135	0	0	0	0	0	0	2
Igkv4-59	0	-0.682082585	0	0	0	0	0	0	-0.871331471	2
Igkv4-61	0	-2.786044225	-1.775196383	0	0	0	0	0	0	2
Igkv4-68	0	0	0	-1.357022068	0	0	0	0	-1.087432804	2
Igkv4-70	0	-1.710589276	-1.261710392	0	0	0	0	0	0	2
Igkv4-72	0	-1.01143147	1.278574835	0	0	0	0	0	0	2
Igkv4-77	0	0	0	-1.091846787	0	0	0	0	0.793450938	2
Igkv4-86	0	0	1.091152895	-1.061347603	0	0	0	0	0	2
Igkv4-91	0	1.023297484	0	-0.890337749	0	0	0	0	0	2
Igkv5-39	0	-1.597948015	-1.152188126	0	0	0	0	0	0	2
Igkv5-45	0	-1.038535426	0	-0.74302782	0	0	0	0	0	2
Igkv5-48	0	-0.885125471	0	0	0	0	0	1.063337503	0	2
Igkv6-13	0	0	1.274225708	-1.263122508	0	0	0	0	0	2
Igkv6-17	0	-0.612803595	0	-0.615638197	0	0	0	0	0	2
Igkv6-23	0	0	0	-1.008712345	0	0	0	0	-0.644561756	2
Igkv8-19	0	0	-1.165027266	-1.180762512	0	0	0	0	0	2
Igkv8-28	0	0	0	-1.86778982	0	0	0	0	-0.722976087	2
Igkv8-30	0	0	-0.975458673	-0.856928949	0	0	0	0	0	2
Igkv9-124	0	-0.596390045	0	-1.005211713	0	0	0	0	0	2
Iglc2	0	1.11668651	0	-0.775628545	0	0	0	0	0	2
Iglc3	0	0.882514924	0	-0.654987091	0	0	0	0	0	2
Iglv1	0	0	0	-0.895165381	0	0	0	0	-0.734413224	2
Igsf9	0	1.426079846	0	-1.129691638	0	0	0	0	0	2
Iigp1	0.836907327	-0.756889662	0	0	0	0	0	0	0	2
Il12rb2	1.015074177	-2.105429727	0	0	0	0	0	0	0	2
Il13ra1	0	-0.936429087	0	0	0	0	0	0.630062289	0	2
Il1bos	0	-1.35895274	0	0.823055269	0	0	0	0	0	2
Il1f9	0	-1.574243884	-1.535779065	0	0	0	0	0	0	2
Il1r2	0	-1.542400719	-2.020864247	0	0	0	0	0	0	2
Il1rn	0	-1.287708922	-1.23369443	0	0	0	0	0	0	2
Il2ra	0	-0.96574648	0	0	0	0	0	0	-0.923504285	2
Il4i1	0	0	0.737983563	-0.701523092	0	0	0	0	0	2
Il9r	0	0.845921928	0.687832407	0	0	0	0	0	0	2
Immp2l	0	1.164419169	0.807477651	0	0	0	0	0	0	2
Incenp	0	0	0	0.658089593	0	0	0	-0.598514701	0	2
Inka1	0	0	-0.868378764	1.493919887	0	0	0	0	0	2
Ino80b	0	0.937251518	0	0	0	0	0	0	-0.603567003	2
Ino80dos	0	-0.887973291	0	0.839748906	0	0	0	0	0	2
Ints13	0	-0.608867543	0	0.610543657	0	0	0	0	0	2
Itga4	0	0	0.605492862	0	0	0	0	0	0.633716249	2
Itga6	0	-1.304035613	0	2.180030715	0	0	0	0	0	2
Itgad	0	-1.39989232	0	0	0	0	0	0	-1.396730259	2
Itih4	0	0	-2.109027415	-1.789904685	0	0	0	0	0	2
Itih5	0	-0.791210693	0	-0.764037427	0	0	0	0	0	2
Itpkb	0	-0.597577558	0	0.758530464	0	0	0	0	0	2
Jdp2	0.75820411	0	-0.976454837	0	0	0	0	0	0	2
Jhy	0	0	0	2.903997723	0	0	0	0	-1.223147011	2
Jpx	0	0.587929627	0	0	0	0	0	0	1.051209546	2
Kantr	0	0	0	-0.663152912	0	0	0	0	0.735121127	2
Kbtbd8	0	-0.635218415	0	-0.609641738	0	0	0	0	0	2
Kcna3	0	-2.313875035	0	2.063749185	0	0	0	0	0	2
Kcnip3	0	0	0	0.779723752	0	0	0	0	0.908594876	2
Kcnj2	0	-1.259292024	-1.01149887	0	0	0	0	0	0	2
Khdc1a	0.852809761	-1.035106016	0	0	0	0	0	0	0	2
Kif23	0	-0.744467464	-0.730645715	0	0	0	0	0	0	2
Kif3c	0	-1.205096725	0	1.520527643	0	0	0	0	0	2
Klf2	0	0.830443172	0	-0.623148493	0	0	0	0	0	2
Klhdc8b	0	0.892450202	0	0	0	0	0	0	-0.739090047	2
Klhl11	0	-1.090956963	0	-0.78958431	0	0	0	0	0	2
Klra1	0	-0.883676722	0	0	0	0	0	0.886614153	0	2
Klra3	0	0	0	0	0	0	0	0.809512556	-1.055034046	2
Klra5	0	-2.065593398	0	0	0	0	0	0	-2.05260317	2
Klra6	0	-1.080076789	0	0	0	0	0	1.001725276	0	2
Klrc2	0.946380587	-1.355510706	0	0	0	0	0	0	0	2
Klrc3	0	-1.746992385	0	1.172714145	0	0	0	0	0	2
Klri1	0.918031552	0	0	-1.206329624	0	0	0	0	0	2
Kmt2d	0	0	0	0	0	0	0	-0.650438363	0.800320272	2
Kntc1	0	-0.748325604	0	0	0	0	0	-0.944824258	0	2
Kpna1	0	-0.622086235	0	0.749321175	0	0	0	0	0	2
Lacc1	0	0.612381491	0.767840104	0	0	0	0	0	0	2
Lamp2	0	-0.585421785	0	0.61591975	0	0	0	0	0	2
Lamtor2	0	0.738027731	0	0.597516827	0	0	0	0	0	2
Large1	0	0.764230745	0.782215109	0	0	0	0	0	0	2
Lars2	0	0	0	2.227421703	0	0	0	0	-1.079348504	2
Lat	0	0	-0.617244618	1.129084767	0	0	0	0	0	2
Lcn2	0	0	-2.028691784	-1.794805806	0	0	0	0	0	2
Lgals1	0	0.736206515	0	0	0	0	0	0	-0.666460854	2
Lilra5	0	-1.403479785	0	0	0	0	0	0	0.737182952	2
Lims1	0	-1.300597451	0	1.02580834	0	0	0	0	0	2
Lipt2	0	0.795465359	0	0	0	0	0	0	-1.360438569	2
Lnpk	0	-0.603233471	0	-1.0246863	0	0	0	0	0	2
Lpar6	0	-0.61859437	0	0	0	0	0	0.827182219	0	2
Lpl	0	1.334132369	0	-1.057307375	0	0	0	0	0	2
Lrrc14	0	1.137385405	0.589310354	0	0	0	0	0	0	2
Lrrc8b	0	-1.519802933	0	0.888513323	0	0	0	0	0	2
Lrrc8c	0	-1.020459516	0	0.966510296	0	0	0	0	0	2
Lrrfip2	0	0	-0.652931144	0.874443181	0	0	0	0	0	2
Lsm3	0	0	-0.793110409	0.790204863	0	0	0	0	0	2
Lst1	0	0	-0.857639633	0	0	0	0	0.656223292	0	2
Ltf	0	0	0	-3.652277005	0	0	0	0	-1.78856202	2
Ltk	0	0	0	-0.898244185	0	0	0	0	-1.227581476	2
Lurap1	0	2.142334498	1.58568906	0	0	0	0	0	0	2
Lxn	0	0	0	0.605273785	0	0	0	-0.793339579	0	2
Ly6a	0	1.040296575	0	0	0	0	0	0.760738217	0	2
Ly6g	0	0	-1.625448022	-2.255875348	0	0	0	0	0	2
Ly6g6d	0	0	-1.356898013	2.80780517	0	0	0	0	0	2
Ly75	0	-1.212870308	0	-0.979996737	0	0	0	0	0	2
Lyrm7	0	1.144199489	0	-1.037849591	0	0	0	0	0	2
Lyz1	0	1.617632305	0	0	0	0	0	0	-1.715331291	2
Lyz2	0	1.361479785	0	-1.065649069	0	0	0	0	0	2
Magee1	0	-0.888781587	0	0	0	0	0	0	-0.800878672	2
Malat1	0	1.156369015	0.84046213	0	0	0	0	0	0	2
Man2b1	0	0.791142134	0	-0.806038907	0	0	0	0	0	2
Map2	0	-1.25434968	0	-1.999062966	0	0	0	0	0	2
Map4k5	0	-0.707383748	0	0	0	0	0	0	0.81634111	2
Mapk13	0	0	-1.287863647	-0.877886049	0	0	0	0	0	2
Mapk3	0	0	-0.684638507	0.677738843	0	0	0	0	0	2
Mapre2	0	-0.59299161	0	0.723723026	0	0	0	0	0	2
3-Mar	0	-0.845765498	0	1.109283629	0	0	0	0	0	2
6-Mar	0	-0.905489833	0	0.890758928	0	0	0	0	0	2
8-Mar	0	-1.073122391	0	2.032129517	0	0	0	0	0	2
Marcks	0	-0.642464496	0	0	0	0	0	0.877172751	0	2
Mat1a	0	0	-2.49673188	-2.036668582	0	0	0	0	0	2
Mavs	0	0	0	0.88990971	0	0	0	0	0.62893681	2
Mbnl1	0	-0.965744558	0	1.24029519	0	0	0	0	0	2
Mbnl2	0	-0.686062963	0	0.859185784	0	0	0	0	0	2
Mcat	0	0.711324243	0	0	0	0	0	0	-0.723643653	2
Mccc1os	0	-1.73805222	0	1.928431515	0	0	0	0	0	2
Mcoln2	0	0.703844081	0	-0.675298006	0	0	0	0	0	2
Mcoln3	0	-0.644048473	0	0	0	0	0	0	-0.668947569	2
Med12	0	-0.819454746	0	0	-0.619535259	0	0	0	0	2
Mefv	0	-0.930445924	-0.866341953	0	0	0	0	0	0	2
Meis3	0	0	0	0	0	0	0	-0.714388956	-0.688912743	2
Mex3b	0	-1.116218945	0	0	0	0	0	0	-0.77696833	2
Mfge8	0	0.602065783	0	0	0	0	0	-0.68654117	0	2
Mfsd3	0	0.96710082	0	0	0	0	0	0	-0.683207131	2
Mfsd6	0	-0.683469979	0	0.789550744	0	0	0	0	0	2
Mfsd7a	0	1.602313647	0	0	0	0	0	0	1.132149463	2
Mgl2	0	2.043375125	1.584203642	0	0	0	0	0	0	2
Mgmt	0	0	-0.897567352	1.821362089	0	0	0	0	0	2
Mib1	0	-0.820153219	0	0.587599106	0	0	0	0	0	2
Mid1ip1	0	0	-0.654943456	1.09737246	0	0	0	0	0	2
Mif	0	0	-0.661976249	0.753510935	0	0	0	0	0	2
Mindy1	0	0	-0.787187638	0.974829172	0	0	0	0	0	2
Mir142hg	0	1.019003825	0	0	0	0	0	0.609797174	0	2
Mirt2	0	0	-1.497192776	-1.097710645	0	0	0	0	0	2
Mllt3	0	-0.717737509	0	1.83862508	0	0	0	0	0	2
Mmp8	0	-1.730656133	-2.504142805	0	0	0	0	0	0	2
Mob2	0	0	-0.676951615	1.1343401	0	0	0	0	0	2
Mosmo	0	-0.823132438	0	1.090140724	0	0	0	0	0	2
Mpeg1	0	0	0.647394654	0	0	0	0	0.842222668	0	2
Mpp5	0	-0.586151063	0	1.310176908	0	0	0	0	0	2
Mrgpra2b	0	0	-2.093911473	-1.117728022	0	0	0	0	0	2
Mrpl14	0	0.972341973	0	0.727241251	0	0	0	0	0	2
Mrps14	0	0.652946063	0	0	0	0	0	0.660007183	0	2
Ms4a1	0	0	0.595896472	-1.291814948	0	0	0	0	0	2
Ms4a4a	0	-1.096405888	0	0	0	0	0	0	2.378295721	2
Ms4a6c	0	0	0	0	0	0	0	0.928617864	0.726379137	2
Msi2	0	-0.745314539	0	0.966290567	0	0	0	0	0	2
Mst1r	0	2.27875836	0	-2.022181989	0	0	0	0	0	2
mt-Co1	0	0	0	0	-0.665178356	0	0	0	0.939928781	2
mt-Co2	0	0	0	1.570234906	0	0	0	0	1.976081847	2
mt-Nd2	0	0	0	0.597849637	0	0	0	0	2.04063899	2
mt-Nd3	0	0	0	1.954855268	0	0	0	0	1.182293372	2
mt-Rnr2	0	-1.164398212	0	1.19973062	0	0	0	0	0	2
mt-Tl1	0	-0.938915379	0	1.541781191	0	0	0	0	0	2
mt-Tt	0	0.945691553	0	1.538278555	0	0	0	0	0	2
mt-Tw	0	0	0	1.596575145	0	0	0	0	0.857579757	2
Mterf1a	0	0	0	-0.740515496	0	0	0	0	-0.598621306	2
Mterf1b	0	1.041204866	0	0	0.734848396	0	0	0	0	2
Mthfd2	0	-1.000262468	-1.130272848	0	0	0	0	0	0	2
Mtmr1	0	-0.703418189	0	0.605735504	0	0	0	0	0	2
Mtmr14	0	0	-0.610540735	0.785725867	0	0	0	0	0	2
Mxra7	0	0	-0.874045042	1.025977465	0	0	0	0	0	2
Myadml2	0	-1.494226453	0	1.522090086	0	0	0	0	0	2
Myc	0	1.077191648	0	0	0	0	0	-0.924632369	0	2
Mycl	0	0	0	0.828461761	0	0	0	0.995410647	0	2
Myo6	0.681214148	0	0	1.457804445	0	0	0	0	0	2
Myof	0	0	0.786240656	-0.609657265	0	0	0	0	0	2
Mzb1	0	1.287256451	0.611002985	0	0	0	0	0	0	2
Mzt1	0	0	0	0.752280235	0	0	0	0.594090526	0	2
n-R5-8s1	0	0	-1.559654558	0	0	0	0	0	-2.58144987	2
Nab1	0	-0.980374855	0	0.67535163	0	0	0	0	0	2
Napsa	0	1.181192661	0	-0.587754934	0	0	0	0	0	2
Naxe	0	0.770981456	0	0	0	0	0	0	-0.610188305	2
Ncoa2	0	-1.045261289	0	0	0	0	0	0	0.720840674	2
Ncoa4	0	-1.314843984	0	0.643132889	0	0	0	0	0	2
Ndnf	0	-0.821951232	0	1.360854955	0	0	0	0	0	2
Ndufa1	0	0	-0.620195483	0.705004099	0	0	0	0	0	2
Ndufa3	0	0.83935406	0	0.743213764	0	0	0	0	0	2
Ndufaf8	0	1.154734572	0	0	0	0	0	0.627100528	0	2
Ndufb1-ps	0	0.808422393	0	0	0	0	0	0.828720615	0	2
Ndufc1	0	1.020998893	0	0	0	0	0	0.774435542	0	2
Ndufs5	0	0.605524153	0	0.614183757	0	0	0	0	0	2
Neat1	0	0.635223155	0	0	0	0	0	0	0.868614675	2
Nefh	0	0	-0.772208109	1.67531355	0	0	0	0	0	2
Nenf	0	2.080144063	0	0	0	0	0	0	-0.869498454	2
Nfat5	0	-0.620536692	0	0	0	0	0	0	0.894414442	2
Nhp2	0	0.859519314	0	0	0	0	0	0	-0.637609577	2
Ninj1	0	0	-1.079017347	1.471437734	0	0	0	0	0	2
Nme4	0	0	0	-1.026406273	0	0	0	0	-1.767286417	2
Nop10	0	0.989302807	0	0	0	0	0	0	-0.663916782	2
Nop16	0	0.947739431	0.604960269	0	0	0	0	0	0	2
Noxred1	0	1.289918668	0	-0.911042494	0	0	0	0	0	2
Npm3	0	0.660551908	0	0	0	0	0	0	-0.629474243	2
Nr4a3	0	-1.244163653	0	0.951793788	0	0	0	0	0	2
Nrg4	0	-1.009314798	0	1.637866905	0	0	0	0	0	2
Nrp2	0	1.108145091	0.856051744	0	0	0	0	0	0	2
Nrxn2	0	0	-0.96499748	0.591339271	0	0	0	0	0	2
Ntan1	0	0	-0.607240495	0.941802341	0	0	0	0	0	2
Nthl1	0	0.626191135	0	0.659605984	0	0	0	0	0	2
Nudt22	0	0.763379407	0	0	0	0	0	0	-0.610324821	2
Oas1a	0	0	0	0.639447093	0	0	0	0.745472348	0	2
Oas2	0.698934959	0	0	0	0	0	0	0	0.612401048	2
Oasl2	0	-0.829975229	0	0	0	0	0	0	0.978264658	2
Ogfod3	0	0	0	-0.82223801	0	0	0	0	0.842890989	2
Osbpl8	0	-0.869948231	0	0	0	0	0	0	0.585967193	2
Osgin1	0	-0.586742775	-1.026575859	0	0	0	0	0	0	2
Ovca2	0	1.034467363	0.758006124	0	0	0	0	0	0	2
Oxld1	0	1.183772013	0	0	0	0	0	0	-0.857929787	2
P2rx7	1.050126887	0	0	0	0	0	0	0	-0.596163171	2
P2ry13	0	-1.611651197	-1.326231537	0	0	0	0	0	0	2
Padi4	0	1.4884222	0	-1.371767785	0	0	0	0	0	2
Pafah1b3	0	1.477574651	0	-0.7893134	0	0	0	0	0	2
Paip2	0	0	-0.592360915	0.862358091	0	0	0	0	0	2
Pak6	1.815508909	0	0	0	0	0	0	0	-1.717993894	2
Pam	0	-0.731169062	0	1.243950881	0	0	0	0	0	2
Papss2	0	-0.892305674	0	0.773223448	0	0	0	0	0	2
Paqr7	0	0	0	0.684675546	0	0	0	0	-0.90348401	2
Paqr8	0	0	0	-0.592410648	0	0	0	0	-0.767765352	2
Pard3b	0	0	-0.896259891	3.101703622	0	0	0	0	0	2
Pard6a	0	0	-0.681328678	0.669244076	0	0	0	0	0	2
Pard6b	0	0	0	-1.140192486	0	0	0	0	-0.80275453	2
Pars2	0	0.779640572	0.68848188	0	0	0	0	0	0	2
Pbld2	0	-1.464236507	0	1.787720245	0	0	0	0	0	2
Pbx1	0	0	-0.69224671	0	0	0	0	0	0.679025329	2
Pcdh7	0	-1.558748612	0	2.612776241	0	0	0	0	0	2
Pcmtd2	0	-0.925976732	0	0	0	0	0	0	0.639842969	2
Pcnx4	0	0.708734286	0.6724368	0	0	0	0	0	0	2
Pdcd1lg2	0	0.631602645	0.751024733	0	0	0	0	0	0	2
Pde4c	0	1.050879162	0	-1.329479635	0	0	0	0	0	2
Pde4d	0	-1.158592381	0	0.754121781	0	0	0	0	0	2
Pdlim1	0	0	-0.965363208	1.690464916	0	0	0	0	0	2
Pdlim4	0	0.740520569	0	0	0	0	0	0	-0.86494785	2
Pdpr	0	-0.651164716	0	0	-0.715697083	0	0	0	0	2
Pebp1	0	0.682696101	0	0	0	0	0	0	-0.692341772	2
Pef1	0	0	-0.693622616	0.992509104	0	0	0	0	0	2
Pet100	0	1.045020496	0	0.656491665	0	0	0	0	0	2
Pf4	0	0	-1.490359741	2.035447136	0	0	0	0	0	2
Pfkfb1	0	0	0	-0.694376902	0	0	0	-1.441109523	0	2
Pglyrp2	0	-0.787047757	0	0	0	0	0	0	-0.686247168	2
Phf8	0	-0.680791263	0	0	0	0	0	0	0.601216799	2
Phgdh	0	0.906528624	0	0	0	0	0	0	-0.596200551	2
Phlda1	0	0	-0.804262865	0.63253676	0	0	0	0	0	2
Phpt1	0	1.002549173	0	0	0	0	0	0	-1.208673979	2
Phtf2	0	-0.988559335	0	1.170148576	0	0	0	0	0	2
Pid1	0	0.883920041	0	0	0	0	0	0	0.669548473	2
Pigf	0	0	0.876649677	0	0	0	0	0.610082824	0	2
Pigp	0	0	0	0	0	0	0	0.618054329	-0.667298354	2
Pik3ap1	0	-1.000667841	0	-0.658683901	0	0	0	0	0	2
Pimreg	1.387204453	0	0	0	0	0	0	0	-1.469819928	2
Plac8	0	1.208196839	0	0	0	0	0	0.90559894	0	2
Platr17	0	1.044216552	0	0.836090442	0	0	0	0	0	2
Plcl1	0	0	0	0	0	0	0	-0.870998634	0.666153616	2
Pld4	0	0.783114205	0	-0.711153464	0	0	0	0	0	2
Pltp	0	1.196542207	0	-0.880188535	0	0	0	0	0	2
Plxdc2	0	0	0	-1.872908912	0	0	0	0	-1.427568235	2
Plxna4os1	0	1.620547736	0	0.741408608	0	0	0	0	0	2
Podnl1	1.660939151	0	0	0	0	0	0	0	-1.311291291	2
Podxl	0	-1.072316638	0	0.819818284	0	0	0	0	0	2
Pole	0	-0.585910894	0	0	0	0	0	-0.761374708	0	2
Polr2l	0	0.803772042	0	0.695105754	0	0	0	0	0	2
Pou2f2	0	1.082205105	0	0	0	0	0	0	0.982125673	2
Ppef2	0	0	0	1.495252371	0	0	0	0	1.130489038	2
Ppm1b	0	-0.702679151	0	0.927668738	0	0	0	0	0	2
Ppp1r12b	0	-0.656729727	0	1.186956538	0	0	0	0	0	2
Ppp1r13b	0	-0.796398425	0	1.179666726	0	0	0	0	0	2
Ppp1r14b	0	1.392621345	0	0	0	0	0	0	-0.756138788	2
Ppp1r35	0	0.782483587	0	0	0	0	0	0	-0.634859305	2
Ppp1r3d	0	-0.9484846	-1.227164629	0	0	0	0	0	0	2
Ppp1r9b	0	-0.66195876	0	0.610678093	0	0	0	0	0	2
Ppt2	0	0	0	0.656306783	0	0	0	0	0.585021975	2
Prdm1	0.662214459	-0.827361287	0	0	0	0	0	0	0	2
Prdx1	0	0.780213175	0	0	0	0	0	0.624133254	0	2
