	Aylor_TCDD_Male_adult	Bartolomei_BPA10mg_Male_adult	Bartolomei_BPA10ug_Male_adult	Biswal_PM2.5_Male_adult	Dolinoy_Pb_Male_adult	Dolinoy_DEHP_Male_adult	Mutlu_PM2.5_Male_adult	Zhibin_As_Male_adult	Walker_TBT_Male_adt	num
Mgam	0	0	0	1.288927909	0	0	-2.456844428	0	0	2
Mgll	0	0	0	-1.134394735	0	0	-0.762297931	0	0	2
Mgmt	0	0	0	-1.291500841	0	0	0	0	-0.63144998	2
Mgst1	0	0.730521086	0	0.825787669	0	0	0	0	0	2
Mgst2	0	0	0	0	0	0	0	0.689290489	0.833275985	2
Micu1	0	0	0	-0.826100495	0	0	0	0	-0.738047283	2
Mid1	0	0	0	0	0	0	-0.77750023	1.130852507	0	2
Mif	0	0	0	-0.894841426	0	0	0	0	-1.006554156	2
Mill2	0	0	0	-1.106492117	0	0	0	0	-1.30263072	2
Mindy1	0	0	0	-0.743626401	0	0	0	0	-0.662660809	2
Mir142	0	0	0	0	0.72425866	0	0.81080958	0	0	2
Mir142hg	0	0	0	-0.631788461	0.860053436	0	0	0	0	2
Mir8116	0	0	1.146622667	-1.403744911	0	0	0	0	0	2
Mirt2	0	0	0	0.800809983	0	0	0	0	-1.161381223	2
Mmd	0	0	0.761890583	0	0	0	0	0	-1.074699356	2
Mmp14	0	1.000820879	0	0	0	0	0	0	-0.929450606	2
Mmp8	0	0	0	1.341369826	0	0	0	0	-2.354565013	2
Mmrn1	0	0	1.038574005	0	0	0	0	0	-1.214346362	2
Mpig6b	0	0	0	-0.773425088	0	0	0	0	-1.309334176	2
Mpl	0	0	0	-0.992801766	0	0	0	0	-1.20557736	2
Mpp1	0	0	0	-0.890414007	0	0	-1.023490949	0	0	2
Mpp2	0	0	0	-1.948811666	0	0	-1.052040432	0	0	2
Mpp7	0	0	0	0.647308403	0	0	0	0	0.931578121	2
Mras	0	0	0	-1.279579895	0	0	0	0	-1.474248589	2
Mrgpra2b	0	0	0	1.229134597	0	0	0	0	-1.859940568	2
Mroh2a	0	0	0	1.080901229	0	0	0	2.323190624	0	2
Mrps18c	0	0.66628997	0	0	0	0	0	-0.64769812	0	2
Mrvi1	0	0	0	-0.614957148	0	0	0	0	-1.479513059	2
Ms4a1	0	0	0	0	0	0	0.829563139	0	0.713847102	2
Ms4a8a	0	0	0	2.699183191	0	0	0	0	-1.609654307	2
Msr1	0	0	0	2.110029702	0	0	0	0	-1.322811318	2
mt-Atp6	0	1.970795047	1.160253598	0	0	0	0	0	0	2
mt-Cytb	0	1.173021913	0	-0.763716939	0	0	0	0	0	2
mt-Nd2	0	0	0	-0.842571525	0	0	0.788334994	0	0	2
mt-Nd4	0	0.970130231	0	-1.070890306	0	0	0	0	0	2
mt-Tm	0	0	0	-2.116821716	0	0	0	1.585600284	0	2
mt-Tt	0	1.358901651	0	-2.520287189	0	0	0	0	0	2
Mtus1	0	0	0	1.050939879	0	0	-0.813003009	0	0	2
Mustn1	0	0	0	-0.863482216	0	0	0	0	-0.650937521	2
Myadml2	0	0	0	-1.111234598	0	0	0	0	-0.893817076	2
Myb	0	0	0	-1.081605258	0	0	0	0.761745546	0	2
Mycbp	0	0	0.65185484	-0.751579925	0	0	0	0	0	2
Myct1	0	0	0	-0.759541576	0	0	0	0	-1.192765542	2
Myh9	0	0	0	0	0	0	0	0.633570949	-1.126616014	2
Myl6b	0	0	0	-0.816530406	0	0	0	0	-1.088287009	2
Myl9	0	0	0.964049809	0	0	0	0	0	-1.307151208	2
Mylk	0	0	0.899779768	0	0	0	0	0	-1.379462081	2
Myo19	0	0	0	0	0	0	-1.000263036	0.814532902	0	2
Myo6	0	0	0.677278605	-0.815399248	0	0	0	0	0	2
Myzap	0	0	0	-0.957771752	0	0	0	0	1.004904387	2
n-R5-8s1	0	0	-3.074771479	0	0	0	0	0	-5.289390771	2
N4bp3	0	0	0	-0.748916204	0	0	0.636362566	0	0	2
Naaa	0	0	0	0.842551467	0	0	0	0	-0.892872489	2
Nacc2	0	0	0	-0.849107125	0	0	0	0	-1.231752436	2
Nat8l	0	0	0	0.913668425	0	0	0	0	-0.893508537	2
Nbdy	0	0	0	-0.771645437	0	0	0	0	-1.112708105	2
Nbeal1	0	0	0	0.865153432	0	0	-0.680532786	0	0	2
Nck2	0	0	0	-0.604578025	0	0	0	0	-1.051878795	2
Ndrg2	0	0	0	-0.809114585	0	0	0	0.601306875	0	2
Ndufa2	0	0	0	-0.688818216	0	0	0	-0.627906152	0	2
Ndufa5	0	0.789498092	0	0	0	0	0	-0.750750508	0	2
Ndufaf2	0	0.907755243	0	0	0	0	0	0	0.724734118	2
Ndufaf6	0	0	0	0	0	0	0.714746959	0	0.77767142	2
Ndufc1	0	0.880194656	0	0	0	0	0	-1.226831452	0	2
Nectin4	0	0	0	1.199827232	0	0	0	0	-1.324686132	2
Nefh	0	0	0	-1.035802574	0	0	0	0	-0.705687398	2
Nenf	0	0.922130119	0	0	0	0	0	-1.372974513	0	2
Neo1	0	0	0	0	-0.892309384	0	-0.961208238	0	0	2
Neu3	0	0	0	0.698872324	0	0	0	0	0.719445565	2
Neurl1a	0	0	0	-1.346208257	0	0	0	0	-1.060322901	2
Neurl2	0	0	0	0	0	0	0.897831827	-0.664506792	0	2
Nfam1	0	0	0	0.899853982	0	0	0	0	-0.782789165	2
Nfil3	0	0	0	0.669175644	0	0	0	0	-0.816706054	2
Nfxl1	0	0	0	0.668460903	0	0	-0.60586185	0	0	2
Ninj1	0	0	0	-0.831189264	0	0	0	0	-0.906437355	2
Nipa1	0	0	0	-1.379319823	0	0	-0.838898017	0	0	2
Nipa2	0	0	0	0.655025275	0	0	0	-0.618372848	0	2
Nipal3	0	0	0	-0.671040414	0	0	0	0	-1.136731384	2
Nlrx1	0	0	0	-0.650579292	0	0	0	0	-1.601223781	2
Nomo1	0	0	0	-0.671497235	0	0	0	0	-1.128783403	2
Notch4	0	0	0	-0.982240058	0	0	0	0	0.757624544	2
Nprl3	0	-0.745241192	0	-0.957421062	0	0	0	0	0	2
Nptn	0	0	0.643089758	0	0	0	0	0	-0.945216964	2
Nr1d2	0	0	0	0.719530088	0	0	0	0	0.737128171	2
Nrp2	0	0	0	0.653528899	0	0	0	0	-0.761144921	2
Nrxn2	0	0	0	-0.969328691	0	0	0	0	-1.136978919	2
Nudt15	0	0	0	0	0	0	0.646177604	0	0.616787543	2
Nudt3	0	0	0	-0.869314092	0	0	0	0	-1.195226424	2
Nupr1	0	0.853787314	0	0	0	0	0	0	-0.79657987	2
Nusap1	0	0	0	-1.789780537	0	0	-1.281485057	0	0	2
Oasl2	-0.618066685	0	0	0	0	0	-0.934458486	0	0	2
Oaz1	0	-0.639545771	-0.831396962	0	0	0	0	0	0	2
Oaz1-ps	0	0	0	-0.845942263	0	-0.708651652	0	0	0	2
Odf2l	0	0	0	0	0	0	0.693336725	0	0.653304936	2
Olfm1	0	0	0	1.268258034	0	0	0	0	-1.270282168	2
Ooep	0	0	0	-1.004356742	0	0	0	0	-0.943410976	2
Optn	0	0	0	-1.194426885	0	0	-0.637605459	0	0	2
Ormdl3	0	0	0	-0.717452825	0	0	0	0	-0.96456981	2
P2ry1	0	0	0.77943874	0	0	0	0	0	-1.16802795	2
P2ry12	0	0	0.742529226	0	0	0	0	0	-1.242422693	2
P2ry13	0	0	0	0.879554996	0	0	0	0	-0.879780753	2
P2ry2	0	0	0	0.923623099	0	0	0	0	-1.272852105	2
P2ry6	0	0	0	0.771268035	0	0	0	0	-1.421595836	2
Pabpc1l	0	0	0	1.407109268	0	0	0	0	0.981059722	2
Pabpc4	0	0	0	-0.67169836	0	0	-0.712669881	0	0	2
Padi4	0	0	0	0.83499128	0	0	0	0	-0.960978363	2
Pafah2	0	-0.697558404	0	-1.094317527	0	0	0	0	0	2
Panx1	0	0	0	-0.790513407	0	0	0	0	-0.87378338	2
Pbx1	0	0	0	0.747150752	0	0	-0.667223181	0	0	2
Pcbp3	0	0	0	0	-0.654593797	0	0	0	-0.873053559	2
Pde4c	0	0	-1.25710914	-1.245878016	0	0	0	0	0	2
Pde7b	0	0	0	0	0	0	-0.73076052	0	-1.090367682	2
Pdlim1	0	0	0	-0.864333199	0	0	0	0	-1.304540775	2
Pdlim7	0	0	0	-0.898657318	0	0	0	0	-1.207957139	2
Pdxp	0	0	0	-0.889730167	0	0	0	-0.776737016	0	2
Pdzd2	0	0	0	-0.928447719	0	0	0	0.841783044	0	2
Pdzd3	-0.886938979	0	0	-0.852794607	0	0	0	0	0	2
Per2	0	0	0	0.785307169	-0.61114224	0	0	0	0	2
Pet100	0	0.71937818	0	-0.635695092	0	0	0	0	0	2
Pgap1	0	0	0	0.801042502	0	0	0	0	0.82941467	2
Pgm2l1	0	0	0.863872701	0	0	0	0	0	-0.868104196	2
Phactr2	0	0	0	0.737902038	0	0	-0.711168671	0	0	2
Phc3	0	0	0	0.813459298	0	0	0	0	0.630900009	2
Phf11d	0	0	0	1.034580338	0	0.942089389	0	0	0	2
Phf2os1	0	0	0	0	0	0	0.771965882	0.722210057	0	2
Phyh	0	0.702429344	0	0	0	0	0	0	0.755944544	2
Pid1	0	0	0	1.541382969	0	0	0	0	-0.698776647	2
Pigm	0	0	0	0.598738796	0	0	0	-0.603497929	0	2
Pigr	0	0	0	0	-1.04006036	0	-2.35577037	0	0	2
Pigw	0	0	0	0.759554942	0	0	0	0	0.944258949	2
Pira2	0	0	0	0.952364633	0	1.443384412	0	0	0	2
Pirb	0	0	0	0.919648079	0	0	0	0	-0.875581171	2
Pitpnm2	0	-0.647299608	0	-0.969490128	0	0	0	0	0	2
Pkmyt1	0	0	0	-0.692689185	0	0	0.811365832	0	0	2
Pkn3	0	0	0	-1.016512056	0	0	0	0	-0.858316741	2
Pla2g12a	0	0	0	-1.052679714	0	0	0	0	-0.669064562	2
Pla2g4a	0	0	0.604910458	0	0	0	0	0	-0.824312908	2
Plb1	0	0	0	-1.070328695	0	0	-2.660578338	0	0	2
Plcb1	0	0	0	1.624209304	0	0	0	0	-0.813997841	2
Pld1	0	0	0	1.17157007	0	0	-0.979277202	0	0	2
Plek	0	0	1.320519743	0	0	0	0	0	-1.161299207	2
Plekhg1	0	0	0	1.379076657	0	0	0	0	-0.66081481	2
Plekhn1	0	0	-0.622610813	0	0	0	0	0.606332012	0	2
Plg	0	0	0	-0.986852291	0	0	0	2.081851184	0	2
Plk1	0	0	0	-1.616251491	0	0	0	0.835828554	0	2
Plod3	0	0	0	0.66705423	0	0	0	0	-1.082760868	2
Plppr3	0	0	0	1.357300083	0	0	0	0	-1.908554289	2
Plxdc2	0	0	0	0	0	0	0	1.306053031	-1.255641752	2
Plxnb2	0	0	0	0.619760937	0	0	0	0	-0.715489702	2
Plxnb3	0	0	0	-0.882219043	0	0	0	0.808518981	0	2
Pmf1	0	0	0	-0.653474429	0	0	0.745868555	0	0	2
Pnck	0	0	0	-1.323617849	0	0	0	0	-0.970143504	2
Pnpo	0	0	0	-1.763048108	0	0	-1.194493653	0	0	2
Podnl1	0	-1.488008537	-1.355080242	0	0	0	0	0	0	2
Podxl	0	-1.361549028	0	-1.458292392	0	0	0	0	0	2
Pomp	0	0.600329245	0	0	0	0	0	-0.649598641	0	2
Ppfia4	0	0	0	0.859949615	0	0	0	0	-0.953908449	2
Ppfibp1	0	0	0	0	0	0	-0.706938401	0	-0.690716048	2
Ppif	0	0	0	-0.886896298	0	0	0	0	-1.161662949	2
Ppp1r12b	0	-0.673974125	0	0	0	0	-0.625643402	0	0	2
Ppp1r13b	0	-0.696279184	0	-0.673953749	0	0	0	0	0	2
Ppp1r14a	0	0	0	-1.151377719	0	0	0	0	-0.95333175	2
Ppp1r15a	0	0	0	-1.314774806	0	0	-0.639930044	0	0	2
Ppp1r3d	0	0	0	0	0	0	-0.746629729	0	-1.170178885	2
Prc1	0	0	0	-1.044237234	0	0	0	0.854050494	0	2
Prg4	0	0	0	0	0	0	0	2.358684867	-2.383642553	2
Prkaa2	0	-1.083125493	0	-0.681625954	0	0	0	0	0	2
Prkab2	0	0	0	-0.629141412	0	0	0	0	-0.705155585	2
Prkaca	0	0	0	-0.723829203	0	0	0	0	-0.886424715	2
Prkar2b	0	0	0.841992965	0	0	0	0	0	-0.942069827	2
Prkca	0	0	0	-0.627103518	0	0	0	0	-0.811400492	2
Prkcg	0	0	0	-1.178158522	0	0	0	0	0.76899812	2
Prmt2	0	0	0	-0.880832548	0	0	0	0	-0.73354444	2
Prodh	0	0	0	-0.601258961	0	0	0	0.716016035	0	2
Prox2	0	0	0	0	0	0	0.627283146	0.936494859	0	2
Prr33	0	0	0	1.702791448	0	0	0	0	-1.202582511	2
Prr5l	-0.588681781	0	0	0	0	0	0	0	-0.710636755	2
Prr7	0	0	0	0	0	-0.731253196	0	-0.643026749	0	2
Prss12	0	0	0	0.696471708	0	0	0	0	0.86653427	2
Psap	0	0	0	1.65729235	0	0	0	0	-0.902311067	2
Psme2b	0	0.707968941	0	1.028503144	0	0	0	0	0	2
Psmf1	0	0	0	-1.134571099	0	0	-0.638698389	0	0	2
Psmg4	0	1.112958201	0	0	0	0	0	-1.002041573	0	2
Ptbp3	0	0	0.626734096	0.795157386	0	0	0	0	0	2
Ptger3	0	0	0.846917094	-0.838254696	0	0	0	0	0	2
Ptgfrn	0	0	0	1.686703482	0	0	0	0	-0.850747864	2
Ptgir	0	0	0	-0.613207259	0	0	0	0	-0.905678727	2
Ptgr1	0	0	0	0.71219744	0	0	-0.828362125	0	0	2
Ptgs1	0	0	0	-0.945336889	0	0	0	0	-1.339452628	2
Ptma	0	0	0	0.661653394	0	0	0	-0.701234426	0	2
Ptp4a3	0	-0.593033543	-0.902895889	0	0	0	0	0	0	2
Ptpn13	0	0	0	0	-1.179493405	0	-0.777213046	0	0	2
Ptpn3	0	-0.862190569	0	-1.08220375	0	0	0	0	0	2
Ptprb	0	-1.752393937	0	-1.972065361	0	0	0	0	0	2
Pygm	0	0	0	-1.173444097	0	0	0	0	-1.115889024	2
Qsox1	0	0	0	-0.853337388	0	0	0	0	-0.972223469	2
Rab11fip1	0	0	0	0.598761214	0	0	-0.92124314	0	0	2
Rab11fip5	0	0	0	0.674151984	0	0	0	0	-0.944989417	2
Rab27a	0	0	0	0	0	0	-0.658075376	0	-0.626802972	2
Rab27b	0	0	0.791684494	0	0	0	0	0	-1.110478626	2
Rab31	0	0	0	0.913597957	0	0	0	0	-0.780265548	2
Rab36	0	0	0	-1.115895738	0	0	0	0	-1.376881541	2
Rab3il1	0	0	0	-1.602130454	0	0	-1.337715317	0	0	2
Rab7b	0	0	0	1.42903655	0	0	0	0	-1.161162039	2
Rad9b	0	0	0	0	0	0	0.694535447	0.69806746	0	2
Rag1	0	0	0	-0.902395571	0	0	0	0	0.897129004	2
Ranbp10	0	0	0	-0.96644974	0	0	-0.943526629	0	0	2
Rapgef4	0	0	0	0	0	0	0.703638167	0	0.648902595	2
Raph1	0	0	0	1.338827117	0	0	0	0.625756279	0	2
Rbm47	0	0	0	1.10511388	0	0	-0.589111323	0	0	2
Rbpms2	0	0	0	-1.049635532	0	0	0	0	-1.354279284	2
Redrum	0	0	0	-1.398933003	0	0	-1.516776081	0	0	2
Reep2	0	0	0	-1.649865193	0	0	0	0	-1.585927696	2
Resf1	0	0	0	0.587847616	0	0	-0.611494268	0	0	2
Rexo5	0	-0.809426867	0	0	0.648083457	0	0	0	0	2
Rfk	0	0	0	-0.62058633	0	0	0	-0.691467572	0	2
Rgs10	0	0	0	-0.676644188	0	0	0	0	-0.85515901	2
Rgs18	0	0	0.774390384	0	0	0	0	0	-0.679839147	2
Rhag	0	0	0	-1.86058776	0	0	-1.563971999	0	0	2
Rhd	0	0	0	-2.192407849	0	0	-1.82074144	0	0	2
Rhobtb1	0	0	0	-1.040231196	0	0	0	0.968064212	0	2
Riok3	0	0	0	-0.825002973	0	0	-0.664196649	0	0	2
Rnf128	0	0	1.015845481	0	0	0	-1.030244706	0	0	2
Rnf149	0	0	0	0.948567453	0	0	-1.048347938	0	0	2
Rnf150	0	0	0	1.11957473	0	0	0	0	-0.806905144	2
Rnf165	0	0	0.788964529	-0.887401072	0	0	0	0	0	2
Rnf180	0	0	0	-1.168159317	0	0	0	0	-0.941973664	2
Rnf217	0	0	0.864734495	1.352292426	0	0	0	0	0	2
Rnpep	0	0	0	0.605521166	0	0	0	0	-0.846458661	2
Rock1	0	0.759373751	0	0.613253078	0	0	0	0	0	2
Rpa3	0	0	0	0	0	0	0	-0.628663339	0.74234989	2
Rpl10a-ps1	0	0.770076156	0.623754343	0	0	0	0	0	0	2
Rpl14	0	0.611600468	0	0	0	0	0.633933102	0	0	2
Rpl21	0	0.753776904	0	0	0	0	0.60450168	0	0	2
Rpl27	0	0	0	0	0	0	0.726360699	-0.64216016	0	2
Rpl3-ps1	0	0.968325809	0.644943873	0	0	0	0	0	0	2
Rpl30	0	0	0	0.726268235	0	0	0.634765837	0	0	2
Rpl30-ps1	0	0	0	1.281697571	0	0	0	-1.128139981	0	2
Rpl31-ps8	0	0.863396376	0	0	0	0	0	0	0.712485631	2
Rpl36	0	0	0	0	0	0	0.681260553	-0.652386323	0	2
Rpl36a	0	0.589219453	0	0	0	0	0	-0.638384575	0	2
Rpl37a	0	0	0	0	0	0	0.682069432	-0.862698407	0	2
Rpl37rt	0	0.892087305	0	0	0	0	0	-0.621002157	0	2
Rpl38	0	0	0	0	0	0	0.736313148	-0.801026475	0	2
Rpl39-ps	0	0	0	0	0	0	0.872940581	-1.476574639	0	2
Rplp2	0	0	0	0	0	0	0.673549565	-0.781743116	0	2
Rps11	0	0	0	0.646990089	0	0	0.60783702	0	0	2
Rps13	0	0	0	0	0	0	0.70940871	-0.751269732	0	2
Rps15a-ps6	0	0	0	-0.787532046	0	0	0	-1.52564016	0	2
Rps15a-ps7	0	0	0	0	0	0	0.693939617	-1.058108094	0	2
Rps16	0	0	0	0.611054333	0	0	0.804468846	0	0	2
Rps16-ps2	0	0	0.675582256	0	0	0	0.592768492	0	0	2
Rps18	0	0	0	0	0	0	0.754389375	0	0.598493711	2
Rps19	0	0	0	0	0	0	0.812278423	-0.949015039	0	2
Rps19-ps6	0	0	0	0	0	0	0.760487485	-1.219880566	0	2
Rps20	0	0	0	0	0	0	0.73001323	-0.812896504	0	2
Rps23	0	0.673946591	0	0	0	0	0.646241227	0	0	2
Rps25	0	0	0	0	0	0	0.653235196	-0.801323967	0	2
Rps26	0	0.880041984	0	0	0	0	0.723210183	0	0	2
Rps27a	0	0	0	0	0	0	0.613387484	-0.818711796	0	2
Rps27l	0	0	0	0	0	0	0	-1.016674976	0.594456907	2
Rps28	0	0	0	0	0	0	0.877687612	-0.727642526	0	2
Rps3	0	0	0	0.719610668	0	0	0.842272773	0	0	2
Rps5	0	0	0	0	0	0	0.757473243	-0.670443813	0	2
Rps6kc1	0	0	0	-0.591430565	0	0	0	0	-0.672751215	2
Rpsa	0	0.789460362	0	0	0	0	0.826764094	0	0	2
Rpsa-ps9	0	1.403291027	0	0	0	0	0.681368131	0	0	2
Rrm2	0	0	0	-1.418860637	0.643392698	0	0	0	0	2
Rsad2	0	0	0	-1.307562284	0	0	-1.383820059	0	0	2
Rtl8c	0	0	0	-0.733669193	0	0	0	0	-1.225364536	2
Rtn4ip1	0	0	0	-0.750985889	0	0	0	0	-0.8367907	2
Rtn4r	0	0	0	-1.98388106	0	0	0	0	-1.619401545	2
Rundc3a	0	0	0	-0.940597395	0	0	0	0	-1.103567333	2
Rusc1	0	0	0	-0.773456588	0	0	0	0	-0.714087855	2
Ryr1	0	0.894561739	0	0	0	0	1.028085983	0	0	2
Ryr2	0	0	0	1.204815073	0	0	0	0.60172815	0	2
S100a6	0	0.775855647	0	0	0	0	0	-0.945211837	0	2
S100a8	0	0	0	1.044388545	0	0	0	-1.327593867	0	2
S1pr2	0	0	0	0.843310076	0	0	0	0	-1.284374214	2
Saa3	2.196361667	0	0	0	0	0	0	0	-2.901796775	2
Sall2	0	0	0	0	0	0	0	0.976406568	-0.974704253	2
Samd11	0	0	0	-1.771763634	0	0	-1.630382971	0	0	2
Samd14	0	0	0	-0.877439727	0	0	0	0	-0.9323852	2
Sap30l	0	0	0	-0.909494152	0	0	0	0	-0.619593829	2
Sat1	0	0.672470362	0	0.660899754	0	0	0	0	0	2
Sbno2	0	0	0	0	0	0	-0.609669991	0	-0.784519106	2
Scand1	0	0	0	0	0	-0.783272769	0	-0.694387151	0	2
Scn1b	0	0.885733507	0	0	0	0	0	0	-1.259316448	2
Scnn1a	0	0	0	0	0	0	-0.771112529	0	-1.129367272	2
Sdc3	0	0	0	0.853795006	0	0	0	0	-1.29458765	2
Sdf2l1	0	0	0	1.029164775	0	0	0	0	-0.675966579	2
Sdhaf1	0	0.698538132	0	0	0	0	0	-0.722832397	0	2
Selenom	0	0	0	-0.741226647	0	0	0	0	-0.79705354	2
Selenon	0	0	0	0	0	0	-0.867206562	0	-1.013258104	2
Selenot	0	0	0	0	0	0	0	-0.590180771	0.703576446	2
Selp	0	0	0	-0.908235059	0	0	0	0	-0.862639684	2
Sem1	0	0.621799745	0	0	0	0	0	-0.615532308	0	2
Sema6b	0	0	0	1.483206904	0	0	-1.428493401	0	0	2
5-Sep	0	0	0	-1.045606775	0	0	-1.14487693	0	0	2
Serp1	0	0	0	0.869096648	0	0	0	-0.624793093	0	2
Serpina3k	0	0	0	-1.275216644	0	0	0	1.934429154	0	2
Serpinb8	0	0	0	2.44208092	0	0	0	0	-1.093805603	2
Serpinb9b	0	1.132725307	0	0	0	0	-0.723000134	0	0	2
Sestd1	0	0	0	1.704692494	0	0	0	0	-0.810092826	2
Setd4	0	0	0	0	0	0	0.641131197	0	0.587952504	2
Sfmbt2	0	0	0	1.455841133	0	0	-0.902682662	0	0	2
Sgce	0	0	0	-0.916734145	0	0	0	0	-1.099274806	2
Sgms2	0	0	0	1.45964882	0	0	-1.192784813	0	0	2
Sh3bgrl2	0	0	0.722885203	0	0	0	0	0	-1.25677394	2
Sh3d19	0	0	0	-0.859438565	0	0	-0.81349814	0	0	2
Sh3pxd2b	0	0	0	1.66635433	0	0	0	0	-1.217131064	2
Shf	0	0	-0.65436975	-1.361450016	0	0	0	0	0	2
Shisa5	0	0	0	0.635792243	0	0	0.696015565	0	0	2
Shisa8	0	0	0	-1.566804577	0	0	1.127582427	0	0	2
Siglec1	0	0	0	2.087665527	0	0	0	0	-1.35046185	2
Siglecg	0	0	-0.669000944	0	0	0	0.901088659	0	0	2
Siglech	1.241061588	1.267787937	0	0	0	0	0	0	0	2
Sirpa	0	0	0	0.799350876	0	0	0	0	-0.878730256	2
Sirpb1c	0	0	0	1.078810519	0	0	0	-0.726906927	0	2
Sirt3	0	-0.610660327	0	-0.728800495	0	0	0	0	0	2
Slc12a2	0	0.788940414	0.776397734	0	0	0	0	0	0	2
Slc12a3	0	0	0	-1.126713763	0	0	0	1.050755551	0	2
Slc18a2	0	0	0	-1.117974836	0	0	0	0	-1.230145954	2
Slc22a15	0	0	0	0.602789845	0	0	-0.620716256	0	0	2
Slc22a23	0	-1.027329757	0	-0.968373816	0	0	0	0	0	2
Slc24a3	0	0	0	-0.905821637	0	0	0	0	-1.445551345	2
Slc25a10	0	-0.61962473	0	-1.183460455	0	0	0	0	0	2
Slc25a13	0	0	0	0.943531749	0	0	0	-0.779143006	0	2
Slc25a29	0	0	0	0	0	0	0.720329235	0	1.011019413	2
Slc25a51	0	0	0	-0.918370315	0	0	-0.698996466	0	0	2
Slc27a2	0	0	0	-1.325594641	0	0	0	0.7023935	0	2
Slc29a4	0	0	0	0	0	0	0.997554078	0	0.80369644	2
Slc2a3	0	0	0.660856812	0	0	0	0	0	-1.363059964	2
Slc35a3	0	0	0.59845006	0.649897457	0	0	0	0	0	2
Slc39a4	0	0	0	-1.12262155	0	0	0	0	-1.108652023	2
Slc40a1	0	0	0	0.886109959	0	0	-0.856342645	0	0	2
Slc43a1	0	0	0	-1.836691662	0	0	-1.051975412	0	0	2
Slc45a4	0	-0.669514283	0	0	0	0	0	0	-0.869831434	2
Slc4a1	0	0	0	-1.888600445	0	0	-1.452383239	0	0	2
Slc4a7	0	0	0	1.100180603	0	0	0	0	0.719389057	2
Slc6a19	0	0	0	1.082628038	0	0	-1.608783085	0	0	2
Slc6a4	0	0	0	-0.642069213	0	0	0	0	-1.837912845	2
Slc6a9	0	0	0	-2.130718049	0	0	-1.231533338	0	0	2
Slc7a11	0	0	0	1.484154824	0	0	-1.622547044	0	0	2
Slc7a7	0	0	0	0.655266006	0	0	-0.691106946	0	0	2
Slc7a8	0	0	0	0.749784816	0	0	-0.931601476	0	0	2
Slc9a3r2	0	0	0	-1.954968746	0	0	0	0	-1.562806249	2
Slc9a5	0	-1.458917054	0	-1.148850476	0	0	0	0	0	2
Slc9a7	0	0	0	0.592906694	0	0	0	0	0.608468891	2
Slco5a1	0	0	0	-0.708417993	0	0	0.90882949	0	0	2
Slf1	0	0	0	0.714573559	0	0	0	0	0.613238609	2
Smco4	0	0	0	0	0	0	0	-1.231686031	-0.688139689	2
Smg1	0	0	0	0.862950447	0	0	-0.600101258	0	0	2
Smim24	0	0	0	-1.102286734	0	0	-0.809028675	0	0	2
Smim4	0	0	0	0	0	0	-0.909924399	-0.74481648	0	2
Snhg20	0	0	-0.72952823	0	0.715363719	0	0	0	0	2
Snrpb2	0	0.90408645	0	0	0	0	0	-0.642391464	0	2
Snrpe	0	0.626508987	0	0	0	0	0	-1.055937624	0	2
Sntb2	0	0	0	0.730583318	0	0	-0.776511041	0	0	2
Soat2	0	0	0	1.49014258	0	0	-1.075515324	0	0	2
Sorl1	0	0	0	1.077737508	0	0	0	0	-0.595420003	2
Spag5	0	0	0	-1.687061098	0	0	0	1.199958416	0	2
Specc1	0	0	0	-1.145049263	0	0	-1.003283127	0	0	2
Spib	0	0	0	-0.58699998	0	0	0.605862625	0	0	2
Spire1	0	0	0	-1.517934041	0	0	-1.255281372	0	0	2
Spry1	0	0	0	-1.479948928	0	0	0	0	-1.12162825	2
Spta1	0	0	0	-1.898330435	0	0	-1.40854408	0	0	2
Src	0	0	0	-1.148719394	0	0	0	0	-1.560600891	2
Srcap	0	0	0	1.007724311	0	0	0	0	0.661108576	2
Srp54a	0	0	0	1.382956245	0	0	0	0	0.788436954	2
Srxn1	0	0	0	-0.796307097	0	0	0	0	-1.222789285	2
Ssbp4	0	0	0	-0.766170616	0	0	0	0	-0.869854953	2
St3gal5	0	0	0	-1.327871237	0	0	-0.901046709	0	0	2
St8sia1	0	0	0	0.799930489	0	0	0	0	1.059499919	2
St8sia6	0	0	0	0.811358538	0	0	0	0	0.634503379	2
Stard8	0	0	0	1.050305546	0	0	0	0	-0.812472302	2
Stard9	0	0	0	1.766383783	0	0	0	0.778913128	0	2
Stfa2l1	0	0	0	0.590473849	0	0	0	-0.659781843	0	2
Stpg1	0	0	0	-1.152607681	0	0	0	0	-1.282579341	2
Stradb	0	-0.613478845	0	-0.628425725	0	0	0	0	0	2
Stx11	0	0	0.604856035	0	0	0	0	0	-1.279135602	2
Stx3	0	0	0	1.484788995	0	0	0	0	-0.757758386	2
Styx	0	0	0	0.796100863	0	0	0	0	0.779293765	2
Sufu	0	0	0	-0.654057452	0	0	0	0	0.618644852	2
Sulf2	0	0	0	1.085163427	0	0	0	0	-0.943339429	2
Svil	0	0	0	0.700294229	0	0	-0.618080724	0	0	2
Syn1	-0.970533528	0	0	-0.997773251	0	0	0	0	0	2
Syne1	0	0	0	0	0	0	-0.742256121	0.724472068	0	2
Syt14	0	0	0	-2.868477497	0	0	-1.310531914	0	0	2
Sytl2	0	0	0	0	0	0	-0.603123081	0.588744542	0	2
Tacstd2	0	0	0	0.599853535	0	0	0	0	-0.654107082	2
