	AL_TCDD_M_Bl_adt	BA_BPA10mg_M_Bl_adt	BA_BPA10ug_M_Bl_adt	BI_PM2.5_M_Bl_adt	DO_Pb_M_Bl_adt	DO_DEHP_M_Bl_adt	MU_PM2.5_M_Bl_adt	ZB_As_M_Bl_adlt	WK_TBT_M_Bl_adt
Lynx1	0	0	0	-0.668102826	0	0	0	0	0
Naa80	0	0	0	-0.668122452	0	0	0	0	0
Akr7a5	0	0	0	-0.668730844	0	0	0	0	0
Afp	0	0	0	-0.669037623	0	0	0	0	0
Gm12481	0	0	0	-0.669078291	0	0	0	0	0
Mllt3	0	0	0	-0.671083469	0	0	0	0	0
S1pr5	0	0	0	-0.671094988	0	0	0	0	0
Zfp653	0	0	0	-0.672935718	0	0	0	0	0
Hist1h4i	0	0	0	-0.673332983	0	0	0	0	0
Ccdc181	0	0	0	-0.673583525	0	0	0	0	0
Kctd9	0	0	0	-0.67417737	0	0	0	0	0
Pink1	0	0	0	-0.676911381	0	0	0	0	0
Acad12	0	0	0	-0.677343749	0	0	0	0	0
Pck2	0	0	0	-0.677555912	0	0	0	0	0
Htatip2	0	0	0	-0.680159978	0	0	0	0	0
Zdhhc4	0	0	0	-0.68099274	0	0	0	0	0
Il12rb1	0	0	0	-0.681320758	0	0	0	0	0
Mmp11	0	0	0	-0.682249271	0	0	0	0	0
Ift57	0	0	0	-0.682811129	0	0	0	0	0
Tsr3	0	0	0	-0.683544363	0	0	0	0	0
Zfp358	0	0	0	-0.684855517	0	0	0	0	0
Shmt1	0	0	0	-0.686209535	0	0	0	0	0
Smim19	0	0	0	-0.686610473	0	0	0	0	0
Socs1	0	0	0	-0.688647205	0	0	0	0	0
Pgpep1	0	0	0	-0.688895189	0	0	0	0	0
Klk8	0	0	0	-0.689212215	0	0	0	0	0
Chkb	0	0	0	-0.689740948	0	0	0	0	0
Tmem86b	0	0	0	-0.690008766	0	0	0	0	0
Rapgef3	0	0	0	-0.691089109	0	0	0	0	0
Ptk2	0	0	0	-0.691957082	0	0	0	0	0
Dnlz	0	0	0	-0.692162557	0	0	0	0	0
Gm22107	0	0	0	-0.692722979	0	0	0	0	0
Ndufa11	0	0	0	-0.693346288	0	0	0	0	0
Ing2	0	0	0	-0.693348049	0	0	0	0	0
Vdac1	0	0	0	-0.693481432	0	0	0	0	0
Pip5k1b	0	0	0	-0.693537279	0	0	0	0	0
Eci2	0	0	0	-0.693560869	0	0	0	0	0
Smyd4	0	0	0	-0.694802421	0	0	0	0	0
Zfp362	0	0	0	-0.695763688	0	0	0	0	0
Otub2	0	0	0	-0.697237768	0	0	0	0	0
Myo10	0	0	0	-0.697627462	0	0	0	0	0
Gm26616	0	0	0	-0.698032534	0	0	0	0	0
4632428C04Rik	0	0	0	-0.698526372	0	0	0	0	0
Sec16b	0	0	0	-0.698948767	0	0	0	0	0
Mrpl28	0	0	0	-0.698956267	0	0	0	0	0
Elmo3	0	0	0	-0.701317409	0	0	0	0	0
Ndufs4	0	0	0	-0.702851351	0	0	0	0	0
Eng	0	0	0	-0.703434515	0	0	0	0	0
Dzip1	0	0	0	-0.703735651	0	0	0	0	0
Fam104a	0	0	0	-0.704849753	0	0	0	0	0
Tube1	0	0	0	-0.708189763	0	0	0	0	0
Slc25a38	0	0	0	-0.709769196	0	0	0	0	0
Pycrl	0	0	0	-0.711200308	0	0	0	0	0
Psmd4	0	0	0	-0.712344304	0	0	0	0	0
Prickle1	0	0	0	-0.714151392	0	0	0	0	0
Snap47	0	0	0	-0.714974077	0	0	0	0	0
Pea15a	0	0	0	-0.715656673	0	0	0	0	0
Armc6	0	0	0	-0.715736255	0	0	0	0	0
Tm2d2	0	0	0	-0.715953602	0	0	0	0	0
Gm44250	0	0	0	-0.716340656	0	0	0	0	0
Eno3	0	0	0	-0.716822823	0	0	0	0	0
Aldh1a1	0	0	0	-0.716890354	0	0	0	0	0
Arpc1a	0	0	0	-0.716911394	0	0	0	0	0
Phgdh	0	0	0	-0.71698703	0	0	0	0	0
Pear1	0	0	0	-0.718933292	0	0	0	0	0
Spc25	0	0	0	-0.719071947	0	0	0	0	0
Cish	0	0	0	-0.721461909	0	0	0	0	0
Trbv14	0	0	0	-0.722118167	0	0	0	0	0
Cd8b1	0	0	0	-0.72272239	0	0	0	0	0
Tango2	0	0	0	-0.723721628	0	0	0	0	0
Josd1	0	0	0	-0.725162251	0	0	0	0	0
Ifit1	0	0	0	-0.725170733	0	0	0	0	0
Gm14029	0	0	0	-0.725328124	0	0	0	0	0
Psd2	0	0	0	-0.726456711	0	0	0	0	0
Rilpl2	0	0	0	-0.727084143	0	0	0	0	0
E030030I06Rik	0	0	0	-0.728479602	0	0	0	0	0
Unc119	0	0	0	-0.729430455	0	0	0	0	0
2510046G10Rik	0	0	0	-0.729511039	0	0	0	0	0
Sik1	0	0	0	-0.729839339	0	0	0	0	0
Tpm1	0	0	0	-0.731210501	0	0	0	0	0
Cecr2	0	0	0	-0.732180711	0	0	0	0	0
Ndufa1	0	0	0	-0.732862183	0	0	0	0	0
Dyrk1b	0	0	0	-0.733535728	0	0	0	0	0
Ccl3	0	0	0	-0.734831336	0	0	0	0	0
Auh	0	0	0	-0.736001426	0	0	0	0	0
Cyb5a	0	0	0	-0.736069022	0	0	0	0	0
Shmt2	0	0	0	-0.736488803	0	0	0	0	0
8-Mar	0	0	0	-0.738342545	0	0	0	0	0
Tbx21	0	0	0	-0.738583276	0	0	0	0	0
Sytl1	0	0	0	-0.738901285	0	0	0	0	0
Hes6	0	0	0	-0.739150634	0	0	0	0	0
Pdk2	0	0	0	-0.741226205	0	0	0	0	0
As3mt	0	0	0	-0.741365048	0	0	0	0	0
Sirt5	0	0	0	-0.742291686	0	0	0	0	0
Rpusd3	0	0	0	-0.744099561	0	0	0	0	0
Hspa2	0	0	0	-0.74518298	0	0	0	0	0
Begain	0	0	0	-0.74581558	0	0	0	0	0
Alad	0	0	0	-0.749295803	0	0	0	0	0
Tmem9	0	0	0	-0.749639038	0	0	0	0	0
Ptov1	0	0	0	-0.75009008	0	0	0	0	0
Ifngas1	0	0	0	-0.750729666	0	0	0	0	0
Cat	0	0	0	-0.750892284	0	0	0	0	0
Coa3	0	0	0	-0.750980725	0	0	0	0	0
Gm29650	0	0	0	-0.752992361	0	0	0	0	0
Kcnj8	0	0	0	-0.753655305	0	0	0	0	0
Epn2	0	0	0	-0.753800112	0	0	0	0	0
Rbm38	0	0	0	-0.754339831	0	0	0	0	0
Ip6k3	0	0	0	-0.755577711	0	0	0	0	0
Msh5	0	0	0	-0.756524769	0	0	0	0	0
Tcf19	0	0	0	-0.75660763	0	0	0	0	0
Cpq	0	0	0	-0.757996063	0	0	0	0	0
Gab1	0	0	0	-0.759127879	0	0	0	0	0
Ptpn18	0	0	0	-0.761428821	0	0	0	0	0
Zranb3	0	0	0	-0.761868818	0	0	0	0	0
Fez2	0	0	0	-0.76372941	0	0	0	0	0
2510002D24Rik	0	0	0	-0.764858227	0	0	0	0	0
Dusp2	0	0	0	-0.765975235	0	0	0	0	0
Ramp1	0	0	0	-0.766016876	0	0	0	0	0
Mrrf	0	0	0	-0.769914632	0	0	0	0	0
Tnf	0	0	0	-0.770729624	0	0	0	0	0
Fignl1	0	0	0	-0.770754554	0	0	0	0	0
Rad54l	0	0	0	-0.773316919	0	0	0	0	0
Gm32224	0	0	0	-0.775349359	0	0	0	0	0
Gm12999	0	0	0	-0.777267872	0	0	0	0	0
Plcb4	0	0	0	-0.77776766	0	0	0	0	0
4930579G24Rik	0	0	0	-0.778636602	0	0	0	0	0
Gm48281	0	0	0	-0.779578877	0	0	0	0	0
Klhl14	0	0	0	-0.779592945	0	0	0	0	0
Fmo5	0	0	0	-0.780153079	0	0	0	0	0
Ppcdc	0	0	0	-0.781317004	0	0	0	0	0
Smox	0	0	0	-0.781379178	0	0	0	0	0
Gm49553	0	0	0	-0.782422668	0	0	0	0	0
Dym	0	0	0	-0.782643661	0	0	0	0	0
Cby1	0	0	0	-0.783899798	0	0	0	0	0
AC126457.1	0	0	0	-0.784396558	0	0	0	0	0
Gm21992	0	0	0	-0.785072602	0	0	0	0	0
Pheta2	0	0	0	-0.787247115	0	0	0	0	0
Col23a1	0	0	0	-0.790073523	0	0	0	0	0
Gm11696	0	0	0	-0.790502554	0	0	0	0	0
Ube2r2	0	0	0	-0.791106303	0	0	0	0	0
Endou	0	0	0	-0.791778494	0	0	0	0	0
Lsm3	0	0	0	-0.79304016	0	0	0	0	0
Fundc2	0	0	0	-0.793305282	0	0	0	0	0
Hid1	0	0	0	-0.796144729	0	0	0	0	0
Atp5k	0	0	0	-0.796234801	0	0	0	0	0
Kdr	0	0	0	-0.796785683	0	0	0	0	0
Tnfrsf19	0	0	0	-0.797876466	0	0	0	0	0
Mtmr14	0	0	0	-0.798755401	0	0	0	0	0
Ftl1-ps1	0	0	0	-0.799390715	0	0	0	0	0
R74862	0	0	0	-0.801013111	0	0	0	0	0
Wdr45	0	0	0	-0.801250288	0	0	0	0	0
Gm5526	0	0	0	-0.801469301	0	0	0	0	0
Prrg2	0	0	0	-0.801771099	0	0	0	0	0
Ndc80	0	0	0	-0.802384184	0	0	0	0	0
Cd7	0	0	0	-0.803814703	0	0	0	0	0
Inpp5a	0	0	0	-0.804975253	0	0	0	0	0
Rab4b	0	0	0	-0.805017361	0	0	0	0	0
Mad2l2	0	0	0	-0.805061701	0	0	0	0	0
Snapc2	0	0	0	-0.805263312	0	0	0	0	0
Tusc2	0	0	0	-0.805970425	0	0	0	0	0
Arl3	0	0	0	-0.808039765	0	0	0	0	0
Gypc	0	0	0	-0.809067816	0	0	0	0	0
Klrg1	0	0	0	-0.809624859	0	0	0	0	0
Xcl1	0	0	0	-0.812685932	0	0	0	0	0
Gm8013	0	0	0	-0.812776534	0	0	0	0	0
Pdzd4	0	0	0	-0.814342345	0	0	0	0	0
Msrb2	0	0	0	-0.814659455	0	0	0	0	0
Gm45133	0	0	0	-0.815813954	0	0	0	0	0
Ascc1	0	0	0	-0.817434283	0	0	0	0	0
Atf4	0	0	0	-0.817531664	0	0	0	0	0
Polr2c	0	0	0	-0.817749423	0	0	0	0	0
Eipr1	0	0	0	-0.818473484	0	0	0	0	0
Aamdc	0	0	0	-0.820735482	0	0	0	0	0
Dlg4	0	0	0	-0.821162319	0	0	0	0	0
Med9	0	0	0	-0.821838205	0	0	0	0	0
Smpd1	0	0	0	-0.822116254	0	0	0	0	0
Ubxn6	0	0	0	-0.822152711	0	0	0	0	0
Ptpn14	0	0	0	-0.822162303	0	0	0	0	0
Trbv12-2	0	0	0	-0.822791049	0	0	0	0	0
Nt5m	0	0	0	-0.825674039	0	0	0	0	0
Gm44729	0	0	0	-0.827378944	0	0	0	0	0
Gm17749	0	0	0	-0.828553152	0	0	0	0	0
Trpc6	0	0	0	-0.829038838	0	0	0	0	0
Glo1	0	0	0	-0.829336264	0	0	0	0	0
Faap20	0	0	0	-0.831142856	0	0	0	0	0
Gm7993	0	0	0	-0.832606838	0	0	0	0	0
Map2k3	0	0	0	-0.832870385	0	0	0	0	0
Unc5cl	0	0	0	-0.832995423	0	0	0	0	0
Aqp1	0	0	0	-0.833768978	0	0	0	0	0
A930003A15Rik	0	0	0	-0.835524958	0	0	0	0	0
Ndufb9	0	0	0	-0.836919675	0	0	0	0	0
Iah1	0	0	0	-0.837833701	0	0	0	0	0
Angptl4	0	0	0	-0.837858114	0	0	0	0	0
Gm20324	0	0	0	-0.838100322	0	0	0	0	0
Sfxn1	0	0	0	-0.840076856	0	0	0	0	0
Gm7972	0	0	0	-0.842588964	0	0	0	0	0
Gm15503	0	0	0	-0.84482594	0	0	0	0	0
Gm35657	0	0	0	-0.847283788	0	0	0	0	0
Smim1	0	0	0	-0.847928212	0	0	0	0	0
Slamf9	0	0	0	-0.848043951	0	0	0	0	0
Gm43904	0	0	0	-0.849705159	0	0	0	0	0
Dlgap4	0	0	0	-0.850386864	0	0	0	0	0
Rab37	0	0	0	-0.852700926	0	0	0	0	0
Mavs	0	0	0	-0.854281529	0	0	0	0	0
Atpif1	0	0	0	-0.855241499	0	0	0	0	0
A930005H10Rik	0	0	0	-0.855506234	0	0	0	0	0
Slc2a9	0	0	0	-0.856496172	0	0	0	0	0
Stx1a	0	0	0	-0.857522448	0	0	0	0	0
Cdc6	0	0	0	-0.858883717	0	0	0	0	0
Lrrc28	0	0	0	-0.86160181	0	0	0	0	0
Vegfc	0	0	0	-0.863290213	0	0	0	0	0
Olfr56	0	0	0	-0.863519935	0	0	0	0	0
Rabl2	0	0	0	-0.864162028	0	0	0	0	0
Gm10785	0	0	0	-0.864952234	0	0	0	0	0
Il12a	0	0	0	-0.865041349	0	0	0	0	0
S100a13	0	0	0	-0.866963564	0	0	0	0	0
Fer	0	0	0	-0.867439545	0	0	0	0	0
Prokr1	0	0	0	-0.869661678	0	0	0	0	0
Rpl3l	0	0	0	-0.870428424	0	0	0	0	0
Wbp1	0	0	0	-0.870646949	0	0	0	0	0
Ssbp3	0	0	0	-0.870719909	0	0	0	0	0
Ube2e3	0	0	0	-0.871956504	0	0	0	0	0
Ybx3	0	0	0	-0.872213599	0	0	0	0	0
1500011B03Rik	0	0	0	-0.873367806	0	0	0	0	0
Map1lc3a	0	0	0	-0.873716152	0	0	0	0	0
Wbp2	0	0	0	-0.874666055	0	0	0	0	0
Cenpt	0	0	0	-0.875955298	0	0	0	0	0
Fhl2	0	0	0	-0.878298153	0	0	0	0	0
Hes1	0	0	0	-0.879736131	0	0	0	0	0
Vkorc1	0	0	0	-0.882280711	0	0	0	0	0
Gm4285	0	0	0	-0.882884712	0	0	0	0	0
E2f2	0	0	0	-0.883823939	0	0	0	0	0
Gm12542	0	0	0	-0.88504807	0	0	0	0	0
Il4i1	0	0	0	-0.886742007	0	0	0	0	0
Nwd1	0	0	0	-0.88914807	0	0	0	0	0
Cdc42bpa	0	0	0	-0.89298067	0	0	0	0	0
Gm42797	0	0	0	-0.89389985	0	0	0	0	0
Nedd4	0	0	0	-0.895100501	0	0	0	0	0
Gm43290	0	0	0	-0.896965198	0	0	0	0	0
Pef1	0	0	0	-0.898995065	0	0	0	0	0
Gm16548	0	0	0	-0.901322389	0	0	0	0	0
Gm10638	0	0	0	-0.903807041	0	0	0	0	0
Pfn2	0	0	0	-0.905010825	0	0	0	0	0
Sv2a	0	0	0	-0.90534097	0	0	0	0	0
Tlcd2	0	0	0	-0.9085558	0	0	0	0	0
Rragd	0	0	0	-0.910387174	0	0	0	0	0
Kif20a	0	0	0	-0.910624375	0	0	0	0	0
Il34	0	0	0	-0.912041529	0	0	0	0	0
Kctd1	0	0	0	-0.912754012	0	0	0	0	0
Chek2	0	0	0	-0.9128349	0	0	0	0	0
Klk1	0	0	0	-0.914363746	0	0	0	0	0
Foxm1	0	0	0	-0.914385542	0	0	0	0	0
Rnasek	0	0	0	-0.914394541	0	0	0	0	0
Gm10643	0	0	0	-0.91750872	0	0	0	0	0
Cdc45	0	0	0	-0.920460323	0	0	0	0	0
Smap1	0	0	0	-0.92074356	0	0	0	0	0
Pdzk1ip1	0	0	0	-0.921608841	0	0	0	0	0
Sorcs2	0	0	0	-0.924053913	0	0	0	0	0
Pla2g10	0	0	0	-0.926942046	0	0	0	0	0
Igkv2-137	0	0	0	-0.927281411	0	0	0	0	0
Poc1a	0	0	0	-0.929212294	0	0	0	0	0
Prx	0	0	0	-0.931841828	0	0	0	0	0
Cenpu	0	0	0	-0.931908996	0	0	0	0	0
Borcs8	0	0	0	-0.933266369	0	0	0	0	0
Gm553	0	0	0	-0.933562592	0	0	0	0	0
Gm45546	0	0	0	-0.933751491	0	0	0	0	0
Ccr3	0	0	0	-0.934189358	0	0	0	0	0
Fam71b	0	0	0	-0.934263093	0	0	0	0	0
Ifng	0	0	0	-0.935161937	0	0	0	0	0
Palld	0	0	0	-0.938679814	0	0	0	0	0
Gjb2	0	0	0	-0.942104928	0	0	0	0	0
Gnptg	0	0	0	-0.942159443	0	0	0	0	0
Mob2	0	0	0	-0.943690141	0	0	0	0	0
Gm46210	0	0	0	-0.946808502	0	0	0	0	0
Tmem91	0	0	0	-0.947336874	0	0	0	0	0
Gm34342	0	0	0	-0.948315734	0	0	0	0	0
5430401H09Rik	0	0	0	-0.949537491	0	0	0	0	0
Cd99l2	0	0	0	-0.94970893	0	0	0	0	0
Tspan2os	0	0	0	-0.952324661	0	0	0	0	0
Abhd4	0	0	0	-0.953381169	0	0	0	0	0
Cyp4x1os	0	0	0	-0.953884822	0	0	0	0	0
Gpx4-ps2	0	0	0	-0.957253187	0	0	0	0	0
Pex14	0	0	0	-0.958053368	0	0	0	0	0
Cacna1h	0	0	0	-0.959365285	0	0	0	0	0
Acsbg1	0	0	0	-0.959734716	0	0	0	0	0
Zfp296	0	0	0	-0.961125304	0	0	0	0	0
Hist1h4c	0	0	0	-0.961248378	0	0	0	0	0
Atf5	0	0	0	-0.962710321	0	0	0	0	0
Nfkbid	0	0	0	-0.966969171	0	0	0	0	0
Hist1h2be	0	0	0	-0.96754273	0	0	0	0	0
Tmem29	0	0	0	-0.967962065	0	0	0	0	0
Smpdl3b	0	0	0	-0.969732924	0	0	0	0	0
Cdh5	0	0	0	-0.971176845	0	0	0	0	0
Cep76	0	0	0	-0.973527791	0	0	0	0	0
Crybg2	0	0	0	-0.975948364	0	0	0	0	0
Chaf1b	0	0	0	-0.976154199	0	0	0	0	0
Gm26510	0	0	0	-0.981657827	0	0	0	0	0
Ankdd1a	0	0	0	-0.983896168	0	0	0	0	0
Serpinb2	0	0	0	-0.98473508	0	0	0	0	0
Wdpcp	0	0	0	-0.986062673	0	0	0	0	0
Tuba1c	0	0	0	-0.986273158	0	0	0	0	0
Cd9-ps	0	0	0	-0.990221456	0	0	0	0	0
Ccne1	0	0	0	-0.990931669	0	0	0	0	0
Hbb-y	0	0	0	-0.992452283	0	0	0	0	0
Mcm10	0	0	0	-0.995436766	0	0	0	0	0
Sspn	0	0	0	-0.997275764	0	0	0	0	0
Etfb	0	0	0	-0.997858344	0	0	0	0	0
Cib3	0	0	0	-0.997876764	0	0	0	0	0
Ryk	0	0	0	-1.000594197	0	0	0	0	0
Btg3	0	0	0	-1.001453384	0	0	0	0	0
Pithd1	0	0	0	-1.002683246	0	0	0	0	0
H2afx	0	0	0	-1.004337717	0	0	0	0	0
Kcnj5	0	0	0	-1.006365068	0	0	0	0	0
Zfp112	0	0	0	-1.00698506	0	0	0	0	0
Nxpe2	0	0	0	-1.00975413	0	0	0	0	0
Gfi1	0	0	0	-1.01001008	0	0	0	0	0
Ly6i	0	0	0	-1.013028438	0	0	0	0	0
Kntc1	0	0	0	-1.016904859	0	0	0	0	0
Trappc6a	0	0	0	-1.018833324	0	0	0	0	0
Dlgap5	0	0	0	-1.019967241	0	0	0	0	0
Fbxo36	0	0	0	-1.022545657	0	0	0	0	0
Ccnf	0	0	0	-1.022976649	0	0	0	0	0
Cbr1	0	0	0	-1.023312135	0	0	0	0	0
Cenpv	0	0	0	-1.023857088	0	0	0	0	0
Pamr1	0	0	0	-1.024691215	0	0	0	0	0
Mpst	0	0	0	-1.027542463	0	0	0	0	0
Bcas3	0	0	0	-1.028316016	0	0	0	0	0
Mylpf	0	0	0	-1.032887507	0	0	0	0	0
D5Ertd605e	0	0	0	-1.034587188	0	0	0	0	0
Eva1b	0	0	0	-1.036981775	0	0	0	0	0
Gm47283	0	0	0	-1.040650142	0	0	0	0	0
Tssc4	0	0	0	-1.043325233	0	0	0	0	0
5830408C22Rik	0	0	0	-1.043739477	0	0	0	0	0
Dusp10	0	0	0	-1.04458562	0	0	0	0	0
4930404H24Rik	0	0	0	-1.045482438	0	0	0	0	0
Stard10	0	0	0	-1.047013606	0	0	0	0	0
Cd160	0	0	0	-1.047270548	0	0	0	0	0
Snrnp25	0	0	0	-1.047595999	0	0	0	0	0
B330016D10Rik	0	0	0	-1.047720119	0	0	0	0	0
Armc2	0	0	0	-1.050422279	0	0	0	0	0
Gata1	0	0	0	-1.05144075	0	0	0	0	0
Emid1	0	0	0	-1.055777292	0	0	0	0	0
Cdhr4	0	0	0	-1.061319386	0	0	0	0	0
Pclaf	0	0	0	-1.061468796	0	0	0	0	0
Cdkl1	0	0	0	-1.06186599	0	0	0	0	0
Fbxo7	0	0	0	-1.06227695	0	0	0	0	0
Bhlhe41	0	0	0	-1.064290928	0	0	0	0	0
Rgs12	0	0	0	-1.065504922	0	0	0	0	0
AK157302	0	0	0	-1.066982996	0	0	0	0	0
Pcyt1b	0	0	0	-1.069176948	0	0	0	0	0
Fat3	0	0	0	-1.072245466	0	0	0	0	0
Plpp3	0	0	0	-1.076490342	0	0	0	0	0
Sparc	0	0	0	-1.082865148	0	0	0	0	0
1110028F11Rik	0	0	0	-1.089750202	0	0	0	0	0
Gm38329	0	0	0	-1.090185512	0	0	0	0	0
Igkv4-68	0	0	0	-1.091284601	0	0	0	0	0
Acyp2	0	0	0	-1.094617679	0	0	0	0	0
Ckap2	0	0	0	-1.094710742	0	0	0	0	0
Ntn4	0	0	0	-1.096693766	0	0	0	0	0
Tmem41a	0	0	0	-1.098209119	0	0	0	0	0
Slc6a13	0	0	0	-1.099425234	0	0	0	0	0
Gm43674	0	0	0	-1.108928405	0	0	0	0	0
3830408C21Rik	0	0	0	-1.110260363	0	0	0	0	0
Stmn1	0	0	0	-1.110301617	0	0	0	0	0
Ppil1	0	0	0	-1.110350066	0	0	0	0	0
Dnajb2	0	0	0	-1.110550229	0	0	0	0	0
Gtse1	0	0	0	-1.115945482	0	0	0	0	0
Zfp521	0	0	0	-1.117152828	0	0	0	0	0
Rai2	0	0	0	-1.117357171	0	0	0	0	0
AC102496.1	0	0	0	-1.117962368	0	0	0	0	0
Gm49066	0	0	0	-1.117974043	0	0	0	0	0
Cped1	0	0	0	-1.121753892	0	0	0	0	0
Spdl1	0	0	0	-1.12198795	0	0	0	0	0
Fam214b	0	0	0	-1.125118309	0	0	0	0	0
2900026A02Rik	0	0	0	-1.126632763	0	0	0	0	0
Abcb9	0	0	0	-1.129650567	0	0	0	0	0
Apbb1	0	0	0	-1.131314413	0	0	0	0	0
Ncaph	0	0	0	-1.143958461	0	0	0	0	0
Cdc20	0	0	0	-1.144000695	0	0	0	0	0
2700081O15Rik	0	0	0	-1.144058881	0	0	0	0	0
Sapcd1	0	0	0	-1.14437523	0	0	0	0	0
Hist1h2bj	0	0	0	-1.14541854	0	0	0	0	0
St7	0	0	0	-1.147974639	0	0	0	0	0
Hes5	0	0	0	-1.149021522	0	0	0	0	0
Calml4	0	0	0	-1.150332769	0	0	0	0	0
Pard6a	0	0	0	-1.150473617	0	0	0	0	0
2200002D01Rik	0	0	0	-1.154862221	0	0	0	0	0
Gm5914	0	0	0	-1.155576151	0	0	0	0	0
Igsf9	0	0	0	-1.156526186	0	0	0	0	0
Gm15706	0	0	0	-1.157384726	0	0	0	0	0
Nek2	0	0	0	-1.157955141	0	0	0	0	0
Fabp4	0	0	0	-1.162531551	0	0	0	0	0
Ncald	0	0	0	-1.169807782	0	0	0	0	0
2610528J11Rik	0	0	0	-1.173245211	0	0	0	0	0
Pde1c	0	0	0	-1.173441918	0	0	0	0	0
Gm14302	0	0	0	-1.180175526	0	0	0	0	0
Stxbp1	0	0	0	-1.187235074	0	0	0	0	0
Slc25a37	0	0	0	-1.192133377	0	0	0	0	0
Slc43a3	0	0	0	-1.19437858	0	0	0	0	0
Fads2	0	0	0	-1.196109145	0	0	0	0	0
Hexim2	0	0	0	-1.196621422	0	0	0	0	0
Hspg2	0	0	0	-1.197060531	0	0	0	0	0
Taco1os	0	0	0	-1.198140425	0	0	0	0	0
Kif14	0	0	0	-1.199694853	0	0	0	0	0
1700037H04Rik	0	0	0	-1.200490889	0	0	0	0	0
Gm20692	0	0	0	-1.202510319	0	0	0	0	0
Hist1h4h	0	0	0	-1.204999411	0	0	0	0	0
S1pr3	0	0	0	-1.205054936	0	0	0	0	0
Lim2	0	0	0	-1.210003424	0	0	0	0	0
Ccdc189	0	0	0	-1.210102582	0	0	0	0	0
Lhpp	0	0	0	-1.2123105	0	0	0	0	0
Cnn1	0	0	0	-1.21319006	0	0	0	0	0
H2-Ke6	0	0	0	-1.215468182	0	0	0	0	0
Ltbp4	0	0	0	-1.217691769	0	0	0	0	0
Hk1os	0	0	0	-1.21793258	0	0	0	0	0
Isca1	0	0	0	-1.217971229	0	0	0	0	0
Fstl3	0	0	0	-1.218644871	0	0	0	0	0
Myl4	0	0	0	-1.21905334	0	0	0	0	0
Tppp	0	0	0	-1.219294599	0	0	0	0	0
Clec3b	0	0	0	-1.223932505	0	0	0	0	0
Bcl2l1	0	0	0	-1.231835425	0	0	0	0	0
Phlda3	0	0	0	-1.235216881	0	0	0	0	0
Asf1b	0	0	0	-1.235950995	0	0	0	0	0
Crmp1	0	0	0	-1.23701823	0	0	0	0	0
Ddah2	0	0	0	-1.239216028	0	0	0	0	0
Gm9951	0	0	0	-1.24644225	0	0	0	0	0
Apol11a	0	0	0	-1.247622057	0	0	0	0	0
Zbtb32	0	0	0	-1.249015923	0	0	0	0	0
Nmb	0	0	0	-1.250426861	0	0	0	0	0
Capn5	0	0	0	-1.255655589	0	0	0	0	0
AC122818.1	0	0	0	-1.262207905	0	0	0	0	0
Slc7a5	0	0	0	-1.262447809	0	0	0	0	0
Gm5915	0	0	0	-1.262706497	0	0	0	0	0
Zfpm1	0	0	0	-1.274356769	0	0	0	0	0
Cdk1	0	0	0	-1.279640603	0	0	0	0	0
Tlr12	0	0	0	-1.281122456	0	0	0	0	0
Mrpl48-ps	0	0	0	-1.284144639	0	0	0	0	0
Tg	0	0	0	-1.287194544	0	0	0	0	0
Rph3al	0	0	0	-1.287439184	0	0	0	0	0
2700046G09Rik	0	0	0	-1.288988915	0	0	0	0	0
2810030D12Rik	0	0	0	-1.291780839	0	0	0	0	0
Ank3	0	0	0	-1.300041394	0	0	0	0	0
Clspn	0	0	0	-1.305352485	0	0	0	0	0
Dcbld1	0	0	0	-1.306134023	0	0	0	0	0
Grcc10	0	0	0	-1.306251922	0	0	0	0	0
Rny1	0	0	0	-1.306254699	0	0	0	0	0
Zfp580	0	0	0	-1.30889544	0	0	0	0	0
Col18a1	0	0	0	-1.310086229	0	0	0	0	0
Ccdc150	0	0	0	-1.320372948	0	0	0	0	0
Cdca3	0	0	0	-1.320463807	0	0	0	0	0
Rapgefl1	0	0	0	-1.326929376	0	0	0	0	0
Adarb1	0	0	0	-1.327987436	0	0	0	0	0
Gm32585	0	0	0	-1.333850006	0	0	0	0	0
Gm13375	0	0	0	-1.337138182	0	0	0	0	0
C230035I16Rik	0	0	0	-1.337582381	0	0	0	0	0
Enkd1	0	0	0	-1.340078424	0	0	0	0	0
Dtl	0	0	0	-1.34097931	0	0	0	0	0
Sardh	0	0	0	-1.344556685	0	0	0	0	0
Apoa2	0	0	0	-1.353988008	0	0	0	0	0
Ociad2	0	0	0	-1.354040524	0	0	0	0	0
Gzmk	0	0	0	-1.359018036	0	0	0	0	0
Ckap2l	0	0	0	-1.382856057	0	0	0	0	0
Fam222a	0	0	0	-1.383046979	0	0	0	0	0
Fah	0	0	0	-1.385714432	0	0	0	0	0
Cdc25b	0	0	0	-1.390891797	0	0	0	0	0
Gm9796	0	0	0	-1.393731331	0	0	0	0	0
Tpx2	0	0	0	-1.397396649	0	0	0	0	0
Homer2	0	0	0	-1.40132354	0	0	0	0	0
Nqo1	0	0	0	-1.402662042	0	0	0	0	0
Uhrf1	0	0	0	-1.404058069	0	0	0	0	0
Abcb4	0	0	0	-1.431817055	0	0	0	0	0
Pbld2	0	0	0	-1.442502674	0	0	0	0	0
Rcor2	0	0	0	-1.443568735	0	0	0	0	0
Gm10180	0	0	0	-1.44514751	0	0	0	0	0
